id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
china	-0.1863	0.934	2	24	50	2011.999131
chinese	0.1228	-0.0264	2	26	52	2010.719298
chlorophyll	0.5429	0.7116	4	56	112	2007.297251
chlorophyta	-0.8029	0.1015	1	26	52	2008.652406
chloroplast	-0.7165	-0.4155	1	134	304	2009.158621
chronology	-0.784	-0.3011	1	26	52	2008.614898
churchill	-0.2435	-0.7703	2	44	88	2007.787402
circulation	-0.1347	1.7898	4	32	64	2008.948109
class	0.2915	0.4738	2	47	94	2008.629702
classification	0.3572	0.1109	4	51	102	2009.286924
climate	-0.2214	0.2399	1	341	1106	2010.804187
climate change	-0.4891	0.1139	1	113	276	2011.726653
clones	0.3273	-0.4505	5	42	84	2008.035714
clupea	0.866	0.0852	3	71	158	2007.975945
cluster	0.1072	0.0197	2	130	336	2009.267877
co2	-0.0449	0.4203	2	25	50	2009.235732
coast	-0.3275	0.1142	1	115	280	2007.916968
coastal	0.7041	-0.7389	6	45	90	2008.750196
coastline	0.4426	0.1332	4	72	182	2009.082534
coherent	-0.1355	1.7886	4	32	64	2008.626866
coi	0.0367	-0.3842	2	89	212	2013.533499
cold	0.1232	-0.0267	2	26	52	2009.295106
collection	0.2104	0.0498	2	208	506	2009.184687
collembola	1.0867	-0.507	3	29	58	2007.860558
colonies	1.1759	-0.314	3	37	74	2008.687658
colonization	-0.9864	0.1225	5	49	98	2009.311407
column	-0.0732	-0.7798	2	88	222	2007.520529
comment	0.3672	0.2462	4	34	68	2007.60303
community	-0.2273	-0.0263	2	546	2240	2010.388476
community composition	0.4514	-0.1301	4	64	148	2012.446203
comparison	-0.0616	-0.3248	1	285	868	2007.950757
competition	-0.1709	-0.4319	1	66	138	2008.582677
complement	-0.6291	0.0164	5	69	152	2008.909091
complex	0.8413	-0.2284	3	38	76	2008.626599
composition	0.1034	-0.04	1	480	1794	2008.609526
compounds	-0.1506	0.5544	2	18	36	2008.606591
computer	-0.0805	0.6524	2	33	66	2006.919266
concentrations	-0.1272	-0.2881	3	204	542	2008.182298
concept	0.558	-0.4044	3	23	46	2009.039852
concerns	-0.3199	0.5056	2	38	76	2011.148773
condition	0.7758	0.5803	4	70	148	2008.989432
conifer	-0.7842	-0.3018	1	26	52	2008.484487
consensus	-0.0794	0.653	2	33	66	2011.2949
consequences	0.2012	0.244	4	58	122	2010.388946
conservation	-0.0903	0.2649	2	317	1122	2011.195486
consistency	0.7078	-0.1788	3	78	180	2009.971397
constraints	0.0159	-0.6174	3	74	160	2009.183622
consumers	0.6269	-0.1353	3	96	234	2010.744711
consumption	0.2078	0.1937	2	132	314	2007.642994
contamination	-0.1398	-0.2891	1	158	418	2008.17103
content	0.6537	0.5324	4	142	342	2008.566458
context	-0.3643	-0.4594	2	98	250	2011.030192
continent	-0.4227	0.4099	2	20	40	2008.964696
contrast	-0.3947	-0.4026	2	49	104	2008.536194
control	0.3184	0.1602	2	244	684	2009.125056
copepods	0.2282	0.3083	4	113	246	2007.200754
corals	0.8423	-0.2269	3	38	76	2010.275563
core	-0.6105	-0.2044	1	197	594	2007.967995
correction	0.8315	-0.2206	3	92	252	2008.598508
correlation	0.4964	-0.4104	6	51	110	2008.606178
correspondence	0.4171	-0.7467	6	71	166	2007.499487
cosmopolitan	0.7311	0.3014	4	30	60	2008.615044
costs	0.2753	-0.1733	2	83	196	2009.673817
counts	0.2167	-0.3572	3	138	366	2008.352941
coupling	-0.2348	-0.5346	2	55	110	2010.327135
cover	-0.9033	0.0114	1	186	522	2009.332353
coverage	-0.076	0.0324	2	76	162	2010.04391
crab	0.5873	-0.0686	6	57	114	2008.197368
crisis	-0.1749	-0.2535	2	79	170	2011.037344
criteria	0.1069	0.0143	4	75	162	2008.509297
criterion	0.0743	-0.6708	5	17	34	2008.588571
crop	-0.1411	0.4263	2	123	286	2007.490323
crustaceans	0.7314	0.3011	4	30	60	2006.336018
cryptic species	-0.2354	-0.5304	2	55	110	2012.211429
crystals	-0.572	0.142	2	24	48	2007.751685
cultivation	-0.4671	0.3257	2	72	160	2009.925697
culture	-0.1607	-0.5188	1	23	46	2008.167805
current	0.4786	0.7583	4	71	164	2008.021581
cycle	-0.1177	0.2402	1	156	362	2009.115632
cytochrome	0.3449	-0.7044	5	38	76	2009.120112
data	-0.0288	-0.0336	2	576	2506	2008.849817
database	0.0569	-0.4702	5	314	1068	2011.009739
dataset	0.8087	-0.5548	3	28	56	2012.492063
date	-0.7695	-0.3688	1	98	224	2008.781013
debris	-1.2643	-0.3554	1	47	94	2007.542321
decline	0.3602	0.1651	4	234	614	2009.893655
deep sea	-0.4828	0.4811	2	21	42	2007.976506
deepwater	0.4984	-0.9122	6	47	94	2007.688202
definition	-0.0801	0.6533	2	33	66	2008.873016
deglaciation	-1.2619	-0.3574	1	47	94	2008.650208
degradation	0.312	-0.2409	6	92	194	2011.065225
denmark	0.7018	-0.7409	6	45	90	2007.937363
density	0.8487	-0.3788	3	54	112	2008.013051
deposition	-0.8746	-0.0194	1	45	90	2008.05739
deposits	-0.7643	-0.325	1	100	230	2008.340778
depth	0.3338	0.0899	4	130	310	2008.424673
design	0.3349	-0.283	3	142	372	2010.581328
destruction	0.7052	-0.7414	6	45	90	2005.117573
detail	1.0307	0.645	3	31	62	2008.325282
detection	0.2143	-0.253	3	407	1612	2009.603252
determination	0.3784	-0.0903	4	142	326	2007.484902
development	0.1277	0.1257	2	336	1026	2008.720806
diagnostics	0.3445	-0.331	1	26	52	2008.567084
diatom	-0.0724	0.2122	4	148	328	2007.788872
diatom assemblages	-0.619	-0.5264	5	63	126	2007.25283
diet	0.6886	-0.075	3	403	1558	2007.702833
diet composition	0.9321	0.183	4	56	120	2009.353448
dietary	0.4825	-0.4823	3	136	360	2007.6
difference	-0.3582	-0.6794	3	67	140	2008.353517
differentiation	0.5499	0.1599	4	40	80	2009.166072
digestion	0.8268	-0.171	3	82	200	2007.043478
dinoflagellate	0.4677	0.5084	4	84	180	2008.088384
diptera	1.0857	-0.5075	3	29	58	2007.86747
discovery	0.0746	-0.6708	5	17	34	2009.916721
discrepancies	-0.1769	-0.8483	2	39	78	2008.348934
disease	-0.3715	0.6567	2	48	118	2009.355697
dissolution	-0.5712	0.1418	2	24	48	2008.222642
dissolved	-0.618	-0.5212	5	63	126	2009.918434
dissostichus	0.8728	-0.4297	3	36	72	2008.625
distance	-0.1482	0.4514	4	72	146	2008.760466
distribution	-0.1608	-0.5914	1	164	450	2008.398254
disturbance	-0.6845	-0.1109	1	24	48	2008.857587
divergence	0.2784	-0.4329	6	36	72	2009.013309
diversity	-0.1439	-0.0155	2	560	2408	2010.578345
dna	-0.0299	-0.2321	1	827	5494	2009.69176
dominance	-0.686	-0.1413	1	68	148	2008.872257
drivers	-0.8649	0.6505	1	58	116	2015.214206
dryas	-1.0963	0.0982	1	114	292	2007.259029
dunes	0.031	-0.1712	5	27	54	2008.16
duration	-1.1827	0.3688	1	51	102	2008.532595
dynamics	-0.1839	-0.1051	1	180	478	2010.313072
early holocene	-0.9882	0.1199	5	49	98	2009.846715
earth	-0.5175	-0.44	2	104	258	2010.179198
eastern	0.5454	0.711	4	56	112	2008.869757
echinodermata	-0.0468	-0.8477	2	20	40	2007.643312
echinoderms	0.2228	0.1254	2	40	80	2008.687831
ecology	0.2496	0.0349	2	223	658	2009.579615
ecosystem	-0.064	0.0015	2	521	2314	2011.299513
ecosystem processes	0.7282	-0.61	3	30	60	2012.502618
ecosystem services	-0.2956	0.7898	2	22	44	2015.128205
ecosystem structure	0.5435	0.7102	4	56	112	2011.137143
ecotone	-0.6167	-0.5247	5	63	126	2010.323944
eddies	0.6925	0.6281	4	111	260	2008.668786
education	-0.3701	-0.4527	2	47	94	2010.860248
effects	-0.0056	0.2389	2	299	998	2008.834618
efficacy	0.5863	-0.065	6	57	114	2011.532915
efficiency	0.1739	0.1556	2	85	190	2009.198697
effort	0.4399	-0.719	6	111	268	2009.28
el nino	0.2735	0.7848	4	40	80	2009.823227
el nino-southern oscillation	-0.1331	1.7894	4	32	64	2011.67313
elements	-0.2619	0.2554	2	45	90	2008.706361
elongation	0.631	-0.4512	3	42	84	2006.851145
emergence	-0.1945	0.7467	2	59	136	2009.419162
empetrum	-0.5153	0.1067	1	45	90	2006.944134
empirical	-0.448	-0.4185	2	23	46	2009.435484
energy	0.3227	0.692	4	148	374	2008.723489
enso	-0.009	1.4649	4	71	144	2010.797727
environment	-0.265	0.1781	2	333	1164	2009.620856
environmental	-0.045	0.4212	2	25	50	2009.652452
environmental changes	-0.169	0.2955	1	72	154	2011.631369
environmental conditions	-0.875	-0.0185	1	45	90	2011.073304
environmental factors	-0.8689	0.6492	1	58	116	2010.481299
environmental samples	-0.3499	-0.3784	1	237	734	2009.558282
environmental variables	-0.1629	-0.584	5	94	216	2010.746251
enzyme	0.8225	-0.2432	3	62	158	2008.671725
equilibrium	-0.5469	0.1347	1	31	62	2007.331412
erosion	-0.6272	-0.0083	1	44	110	2008.588984
error	0.8387	-0.1048	3	58	150	2009.089766
establishment	-0.8443	0.2756	1	76	168	2009.077273
esters	1.0919	1.0656	4	29	58	2006.458015
estimate	0.2632	-0.1543	3	190	528	2009.037943
estuarine	0.034	-0.3861	2	81	190	2008.643192
eukaryotes	-0.8024	0.1007	1	26	52	2011.452055
euphausia	0.6285	-0.4519	3	42	84	2006.902724
europe	-0.2016	0.0811	2	70	150	2009.264767
evaluation	0.1853	0.3844	2	131	296	2010.494567
evaporation	-0.5716	0.1419	2	24	48	2007.500434
evenness	-0.9875	0.1189	5	49	98	2010.670455
events	0.7035	-0.7423	6	45	90	2008.940003
evolution	0.1862	1.1246	4	138	298	2009.317419
excess	0.6291	-0.4508	3	42	84	2006.587452
exercise	-0.392	0.6517	2	34	92	2007.717087
expansion	-0.2331	0.0963	5	192	506	2010.313347
expectations	0.8991	0.0138	3	34	68	2009.868534
experiments	0.8359	0.0803	4	87	216	2008.056984
experts	-0.2136	0.5965	2	51	108	2012.340659
exploitation	-0.1601	-0.5183	1	23	46	2009.632911
exploration	-0.1388	-0.1035	2	30	60	2009.280242
exposure	-1.2624	-0.3565	1	47	94	2009.120837
extent	-0.9434	0.1724	1	78	160	2009.292904
extinction	-0.2425	-0.4282	1	146	376	2008.742587
extraction	0.1102	-0.2018	3	173	454	2009.332489
extreme conditions	-0.8419	-0.0971	1	28	56	2011.116751
fa	0.4788	0.7593	4	71	164	2011.176471
face	0.3575	0.1125	4	51	102	2010.409917
faeces	0.7251	-0.2326	3	239	768	2006.574359
fall	1.0293	0.6453	3	31	62	2008.13205
family	0.1838	-0.5001	6	193	588	2008.985487
fast	-0.0455	0.4206	2	25	50	2008.050903
fasting	0.6599	-0.1365	3	45	90	2007.786096
fate	-0.1355	0.8398	2	28	56	2010.213755
fatty acid composition	1.093	1.0658	4	29	58	2007.406897
fatty acids	0.7623	0.8951	4	94	222	2008.553086
fauna	0.0987	-0.3635	6	150	354	2007.676366
feasibility	0.9041	-0.2299	3	32	64	2009.413978
features	-1.1858	0.3681	1	51	102	2008.398624
feedback	0.0484	0.4432	2	54	114	2010.893652
feeding	0.5741	0.306	4	182	482	2007.053851
ferns	-0.8593	-0.1691	5	33	66	2008.328947
fidelity	-0.4487	-0.4184	2	23	46	2009.813596
field	0.0199	0.0854	3	334	998	2008.149599
filter	-0.1792	-0.5492	3	161	438	2008.739821
filtration	0.4429	-0.6242	3	45	90	2007.817869
finland	-0.0809	0.653	2	33	66	2007.913074
finnish	-0.0797	0.6523	2	33	66	2006.854342
finnmark	-0.9885	0.1212	5	49	98	2007.048544
fish	0.7179	-0.0805	3	339	1140	2007.742843
fish species	0.6522	-0.4714	3	181	508	2008.720126
fisheries	0.6355	0.1049	4	171	402	2009.372986
fisheries management	0.1797	0.4732	2	32	64	2012.154412
fit	-1.2427	-0.3032	1	46	92	2009.546259
flagellates	0.6747	0.7308	4	42	84	2004.727528
flora	-0.8511	-0.3534	1	134	358	2007.634775
flow	-0.3683	0.4981	2	30	60	2008.227829
fluid	-0.5713	0.1411	2	24	48	2008.294565
flux	-0.319	0.5067	2	38	76	2008.597609
focus	-0.4897	0.0431	2	134	310	2011.577425
food	0.6154	-0.0528	3	296	1022	2008.346694
food web	0.6851	0.1759	4	137	360	2011.205687
foraging	0.3832	-0.7544	3	68	144	2008.470796
forest	-0.7653	0.0139	1	135	328	2009.036828
formation	-0.6782	0.2207	1	75	154	2008.321264
fossil	-0.3309	-0.3961	1	74	162	2008.55551
fossil record	-0.1601	-0.5192	1	23	46	2008.94375
fraction	-0.1605	-0.5183	1	23	46	2008.456562
fragments	-0.1323	-0.2695	5	160	406	2008.17335
framework	0.0053	0.3739	2	58	118	2011.28923
frequency	0.6762	-0.262	3	58	134	2008.248973
freshwater	-0.1003	-0.014	2	178	544	2009.714453
freshwater ecosystems	-0.1756	-0.849	2	39	78	2011.675159
frozen	-0.0104	-0.3482	3	30	60	2009.632275
fuel	-0.0397	0.8229	2	24	48	2009.266599
function	-0.0455	0.4212	2	25	50	2008.530959
functional groups	-0.9398	0.0093	5	72	164	2012.105691
fungal	0.0529	-0.5223	5	45	92	2011.767442
fungi	-0.3312	-0.0213	1	99	250	2010.440079
fur	1.176	-0.3155	3	37	74	2006.549483
fur seals	1.177	-0.3144	3	37	74	2005.932377
future	-0.2252	0.2752	2	262	820	2011.886201
future research	0.376	-0.1669	3	70	146	2011.822917
gap	-0.2638	0.2557	2	45	90	2011.364048
gases	-0.646	0.2949	2	66	134	2008.364299
gastropoda	-0.0465	-0.8471	2	20	40	2008.439462
gc	0.5568	-0.6505	3	29	58	2008.125
genbank	0.0065	-0.4542	5	54	126	2012.658228
gene	0.0564	-0.4286	5	216	580	2011.22908
genera	-0.3349	-0.5767	5	78	168	2008.996224
generalist	0.9366	-0.3595	3	77	216	2011.610063
generation	0.1192	-0.1397	2	108	252	2009.018917
genetic	0.222	0.1256	2	40	80	2009.455556
genetic diversity	0.5509	0.1591	4	40	80	2010.979332
genome	0.2166	-0.5302	5	87	210	2012.990902
genotypes	0.8716	-0.4312	3	36	72	2009.291609
genus	-0.4913	-0.3543	5	83	176	2009.195478
georgia	1.0299	0.6457	3	31	62	2005.96036
gill	0.4416	-0.6258	3	45	90	2007.156788
glacial	-1.1394	-0.2261	1	68	152	2009.051526
glacial cycle	-1.2633	-0.3597	1	47	94	2009.396999
glacial maximum	-1.1394	-0.2271	1	68	152	2010.369629
glacial retreat	-0.5162	0.1075	1	45	90	2010.773256
glaciation	-0.7471	-0.3272	1	43	86	2007.663006
glaciology	-1.2649	-0.356	1	47	94	2010.770202
glass	0.4413	-0.6245	3	45	90	2007.753934
global	-0.309	0.6624	2	71	208	2010.049364
global scale	-0.2621	0.2563	2	45	90	2010.563923
globe	-0.4978	-0.0378	1	44	88	2010.753165
government	-0.0863	0.7478	2	67	146	2012.723951
gradient	-0.7185	-0.1238	2	111	266	2008.605746
grain	-0.7879	0.2703	5	68	140	2008.961122
graminoids	-1.1952	-0.3451	1	68	148	2008.109649
grass	-0.0854	-0.5269	1	75	160	2008.05644
grassland	0.4486	-0.4738	6	49	102	2010.189441
gravity	-0.5711	0.1414	2	24	48	2008.659201
grayling	0.0879	-0.6263	3	43	102	2005.728395
grazing	0.6763	0.7298	4	42	84	2006.518367
greenhouse	-0.6458	0.2949	2	66	134	2010.141546
greenhouse gases	-0.8749	-0.0206	1	45	90	2010.01027
greenland	-0.4323	-0.3977	1	179	442	2008.04131
group	-0.1849	0.0577	2	246	672	2007.95978
growth	-0.3777	0.167	1	141	308	2007.964687
guidelines	-0.0111	-0.3483	3	30	60	2010.762712
gut	0.5652	0.0847	3	161	410	2006.271226
habitat	0.2759	-0.2484	6	300	902	2009.660618
haplotypes	0.2505	-0.45	5	95	238	2009.367288
harbour	0.9195	0.1024	3	125	370	2006.751462
health	0.5478	0.2435	4	58	116	2011.42961
heath	0.0028	-0.2152	1	66	140	2007.240099
hemisphere	-0.1342	1.482	4	60	120	2009.014397
herbivores	-0.387	-0.2864	1	61	128	2009.513587
herbivory	0.3289	-0.4499	5	42	84	2008.803874
herring	0.7596	0.3735	3	29	58	2007.552511
heterogeneity	-0.0369	-0.9353	3	44	88	2010.395911
high abundance	0.4975	-0.9104	6	47	94	2009.065476
high-resolution	-0.3775	0.0461	1	83	170	2010.248214
history	-0.5603	0.0633	1	208	570	2008.523128
holocene	-0.7957	0.4257	1	272	824	2008.578947
home	0.1228	-0.0258	2	26	52	2010.166259
horizon	-0.3214	0.5941	2	154	504	2008.766626
host	0.5645	0.6416	4	69	146	2009.32804
human activities	-0.7473	0.4337	1	91	204	2011.12845
humans	0.1201	-0.4023	1	124	284	2010.156837
hypotheses	0.8678	0.4386	4	32	64	2009.144207
hypothesis	0.8683	0.4383	4	32	64	2008.194871
ice	-0.4628	0.0287	1	239	624	2008.860178
ice age	-1.183	0.3677	1	51	102	2008.966337
ice retreat	-0.1502	0.5543	2	18	36	2010.171103
ice sheet	-1.2649	-0.3585	1	47	94	2008.394118
icefish	0.5874	-0.0665	6	57	114	2006.366013
iceland	0.9441	-0.1536	3	50	100	2008.214375
identification	0.1555	-0.5094	5	341	1242	2009.939059
identity	0.5796	-0.4167	5	99	228	2010.397884
illumina	0.5193	-0.7634	6	121	310	2016.693333
images	0.3665	0.2451	4	34	68	2009.851773
imbalance	-0.4483	-0.4177	2	23	46	2009.882784
impact	-0.1756	0.3364	2	271	778	2011.1545
implementation	0.9434	-0.1545	3	50	100	2012.128733
implications	0.1696	0.3414	2	240	604	2008.957655
improvement	-0.3735	-0.2908	5	71	150	2010.609009
inclusion	-1.2622	-0.3598	1	47	94	2008.715721
incorporation	-0.4531	0.4412	2	38	76	2007.639228
indian	0.5441	0.7144	4	56	112	2007.151099
indian ocean	0.625	0.4339	4	17	34	2008.166667
indices	-0.3115	0.7309	1	93	196	2009.479934
individuals	0.7337	-0.0522	3	215	624	2008.750418
inference	-0.1755	-0.8475	2	39	78	2010.406107
inflow	-0.2454	-0.7713	2	44	88	2008.946292
influence	-0.3595	1.417	4	87	180	2009.717142
information	-0.014	-0.2985	1	370	1212	2009.67229
infrastructure	-0.296	0.7898	2	22	44	2013.719864
ingestion	0.886	-0.0476	3	63	154	2006.527721
injection	0.5461	0.7123	4	56	112	2008.565722
insects	-0.3684	0.499	2	30	60	2007.71513
inshore	0.8089	-0.556	3	28	56	2006.81194
insolation	-0.134	1.7898	4	32	64	2009.002281
integration	-0.3797	0.4202	1	92	196	2009.269083
interactions	0.2709	0.6307	3	239	716	2009.581424
interannual variations	0.5419	0.7108	4	56	112	2009.136035
interface	-0.8514	0.247	2	73	150	2008.784137
interglacial	-1.1933	0.1338	1	92	200	2008.241164
interpolation	0.4963	-0.9131	6	47	94	2009.545906
interpretation	-0.4562	-0.6511	5	90	204	2007.927664
interstadial	-1.2637	-0.3571	1	47	94	2008.869132
interviews	-0.0808	0.6537	2	33	66	2012.777302
introduction	-0.5317	-0.1999	1	64	154	2009.308432
inuit	-0.1598	-0.5184	1	23	46	2009.667802
invasion	-0.2391	0.0344	2	131	354	2010.464396
invasive species	-0.1685	-0.0969	2	182	558	2013.736402
inventory	0.5848	-0.0708	6	57	114	2010.281274
invertebrates	0.6576	-0.1325	6	90	196	2009.100058
investment	-0.4231	0.4097	2	20	40	2009.243961
ion	0.9268	-0.3376	3	80	202	2007.645552
island	-0.7474	0.1466	1	93	238	2007.713057
isolation	-0.047	-0.847	2	20	40	2008.812901
isopoda	-0.0463	-0.8474	2	20	40	2004.977401
juvenile	0.661	0.7162	3	68	142	2007.432187
kerguelen	-0.6844	-0.1117	1	24	48	2006.772266
key	0.4987	-0.9109	6	47	94	2010.680262
kinetics	1.0914	1.0655	4	29	58	2007.402314
king	0.5849	-0.0668	6	57	114	2008.958735
knowledge	-0.0387	-0.2845	1	300	918	2011.311559
korean	0.3458	-0.7051	5	38	76	2012.61236
krill	0.3415	0.056	2	104	228	2007.304054
laboratory	-0.5717	0.1416	2	24	48	2007.465259
lacustrine	-0.3955	-0.5052	1	35	70	2007.772586
lake	-0.576	-0.1042	1	378	1516	2008.594336
lake ice	-1.1844	0.3701	1	51	102	2009.314286
lake sediments	-0.7709	-0.0579	1	235	748	2009.00554
land	-0.0849	0.1772	2	56	112	2009.148895
