id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
arctocephalus	0.9291	-0.415	1	153	508	2006.525745
area	-0.2011	-0.2322	5	456	2472	2008.578401
argentina	0.5498	-0.5394	3	38	76	2009.432323
array	-0.9772	-0.744	2	116	340	2008.688032
art	0.0833	-0.7736	3	49	100	2011.464115
assemblages	0.6091	0.8616	4	130	296	2007.880667
assessment	-0.0989	-0.1875	3	273	866	2011.123547
atlantic	0.2726	0.2333	4	318	1270	2008.590945
attention	0.6833	0.1171	1	180	492	2010.284583
austral summer	-0.6591	0.2845	5	63	138	2008.54097
australia	0.774	0.1208	4	146	348	2008.106865
availability	0.7469	0.1228	1	71	160	2009.56451
awareness	0.0741	-0.3473	1	129	352	2012.302521
background	-0.2251	0.3125	5	70	158	2009.681872
bacteria	0.1284	0.8891	3	169	524	2009.086536
bacteroidetes	-0.1168	1.0993	3	90	212	2013.892537
baltic	-0.4346	0.0101	4	137	374	2007.775035
baltic sea	-0.6308	-0.4313	2	45	98	2009.35567
bands	0.8163	-0.7565	1	60	158	2007.694277
banks	-0.8853	0.4304	5	62	150	2006.786932
barents	-0.7044	0.561	5	165	556	2008.144333
barents sea	-1.004	0.4134	5	79	198	2009.642325
barnacle	0.9437	0.3256	1	100	230	2008.569378
barrier	0.6466	0.6239	1	87	198	2008.988387
baseline	0.4877	-0.2309	1	129	332	2011.063023
basin	-0.0604	0.436	4	198	554	2008.451393
bay	-0.4686	0.0896	4	118	280	2007.629364
beach	0.217	0.0758	4	327	1178	2006.979003
behavior	0.2975	-0.9201	2	64	136	2008.780232
behaviour	0.1004	-0.1434	3	153	418	2008.035198
bering	0.0479	-0.8298	2	131	376	2008.596391
bias	-0.5544	-0.9858	2	90	210	2011.002385
bioaccumulation	0.6385	0.2654	1	96	238	2009.870488
biodiversity	-0.3322	0.6238	6	110	276	2012.141446
biofilm	-0.1717	0.927	3	53	146	2012.45098
biomarkers	0.2933	-0.4861	3	38	82	2010.943441
biota	0.5054	0.2158	1	369	1522	2008.793054
biphenyls	-0.2659	1.0182	6	96	226	2008.665718
birds	0.9178	-0.0803	1	322	1388	2007.764282
blue	-0.0201	-0.2097	3	60	124	2009.304158
body	-0.0259	0.1972	6	151	370	2007.977291
boreogadus	-0.2146	-1.034	2	66	156	2009.069444
brazil	1.2092	-0.566	1	44	118	2008.242165
breakdown	0.1442	-0.6208	1	147	376	2007.162996
bryozoans	0.8375	0.5459	4	139	334	2007.270186
burden	0.7203	0.3084	1	158	362	2009.684536
bycatch	-0.5622	0.0178	3	61	126	2011.567797
calcification	0.2142	0.2887	1	50	100	2010.764045
california	0.3938	-0.9474	1	82	188	2007.408635
canada	1.1397	-0.1212	1	91	258	2008.358354
canyon	-0.9352	0.2963	5	101	298	2009.283737
capacity	0.2728	-0.0447	3	65	136	2009.597315
capital	-0.3349	-0.3776	5	60	126	2012.401015
capture	-0.3642	0.913	6	91	202	2008.679206
caribbean	0.0701	-0.2536	4	50	108	2007.946488
case	0.2534	-0.7806	3	103	256	2008.95177
catch	0.2435	-0.6483	3	32	68	2008.484157
cause	0.5017	-0.557	3	58	116	2008.342905
ccamlr	0.7333	-0.0587	1	123	340	2007.575646
cells	0.2595	-0.1841	3	104	258	2008.211757
cephalopods	1.1324	-0.5994	1	51	130	2006.5727
chain	-0.0146	0.4202	6	247	738	2008.08967
challenges	-0.168	-0.2028	3	82	184	2013.058999
changes	-0.172	-0.2441	5	322	1212	2009.682502
channel	-0.8819	-0.7711	2	55	116	2008.014353
characterisation	-0.2825	-0.6854	3	63	128	2010.212121
characteristics	-0.4691	-0.6604	2	193	656	2008.736404
characterization	-0.4353	0.0048	3	136	332	2010.633346
chemical	-0.1317	-0.0622	2	307	1098	2007.921949
chicks	0.9384	-0.2412	1	79	188	2006.438579
chloride	-1.122	0.0538	2	102	252	2007.300199
chukchi	-0.5843	-0.9663	2	75	198	2011.003571
circulation	-0.6148	0.6653	4	151	440	2008.948109
class	0.6149	-0.714	1	57	128	2008.629702
classification	0.5874	-0.7213	1	45	92	2009.286924
climate	-0.2325	0.1291	6	179	466	2010.804187
climate change	-0.1751	-1.0175	2	58	126	2011.726653
cluster	-0.5891	-0.7218	2	50	112	2009.267877
coast	0.3129	0.0507	4	344	1410	2007.916968
coastal	0.021	-0.0236	2	144	352	2008.750196
coastal areas	-0.3599	-0.551	2	154	458	2008.556848
coastal waters	-0.4473	-0.2697	4	75	182	2008.770914
coastline	0.7148	0.0783	4	130	314	2009.082534
cod	-0.1767	-0.9191	2	102	270	2008.350033
collection	-0.3898	0.5228	6	232	670	2009.184687
colonies	1.3304	-0.0968	1	105	292	2008.687658
colonisation	1.0601	0.5521	1	74	172	2008.850806
colonization	0.4336	-0.1008	4	38	80	2009.311407
column	-0.3578	0.232	2	212	642	2007.520529
community	-0.152	0.3526	3	286	972	2010.388476
comparison	-0.2279	-0.737	2	207	700	2007.950757
composition	-0.2555	0.2545	3	406	1942	2008.609526
compounds	0.8978	-0.089	1	80	190	2008.606591
concentrations	-0.0547	0.0699	2	495	2762	2008.182298
concerns	-0.2431	-0.1731	2	166	446	2011.148773
condition	-0.1007	0.4606	3	85	188	2008.989432
congeners	1.2316	0.0523	1	46	106	2007.642529
consequences	0.3648	0.3285	5	156	438	2010.388946
conservation	0.7289	-0.4511	1	118	310	2011.195486
consumers	0.2433	-0.0354	1	102	240	2010.744711
consumption	0.6179	-0.1177	1	87	196	2007.642994
contamination	-0.1141	-0.2405	2	409	2068	2008.17103
content	0.7019	0.066	4	142	344	2008.566458
context	0.4014	6e-04	1	199	540	2011.030192
continent	-0.454	0.5477	6	80	176	2008.964696
contrast	0.5224	0.2957	1	148	406	2008.536194
control	0.0345	0.0879	4	131	324	2009.125056
convergence	0.1564	1.1489	4	49	110	2008.020145
copyright	0.9917	-0.6513	1	94	268	2007.992246
corals	0.6416	0.7013	4	88	188	2010.275563
core	-0.5038	0.9536	6	130	288	2007.967995
correlation	-0.0094	-0.4797	1	206	608	2008.606178
costs	-0.6484	-0.0694	5	80	178	2009.673817
counts	-1.0687	0.2442	5	66	148	2008.352941
coverage	-1.062	0.1946	5	116	298	2010.04391
criteria	-0.056	-0.9256	2	64	132	2008.509297
crown	0.9612	-0.6936	1	80	212	2010.518438
cruise	0.1257	-0.7823	4	83	180	2007.119013
culture	0.3527	-0.3717	3	58	132	2008.167805
current	-0.1221	0.3713	4	329	1194	2008.021581
cyanobacteria	-0.0765	1.019	3	111	284	2009.273279
cycle	0.332	0.8959	4	50	106	2009.115632
damage	-1.0824	-0.1065	2	74	162	2009.428672
data	-0.1187	-0.1819	2	503	2582	2008.849817
database	-0.5331	-0.895	2	100	268	2011.009739
dataset	-0.4463	-0.6915	2	68	144	2012.492063
date	0.4521	-0.1117	1	188	568	2008.781013
debris	0.3266	0.0542	1	554	3576	2007.542321
decline	-0.346	-0.2722	2	111	252	2009.893655
deep	-0.982	0.4768	5	88	226	2007.233692
deep water	-0.154	0.2808	3	54	108	2006.687816
deep-sea	-0.8894	0.2682	5	199	674	2007.976506
deep-sea sediments	-0.5906	0.2844	5	100	258	2006.046875
degradation	-0.2115	0.4329	3	200	566	2011.065225
demand	-0.4881	-0.0276	6	134	306	2009.740876
demersal	-0.2614	-0.9577	2	56	128	2009.112628
denmark	-0.5676	-0.6079	2	50	116	2007.937363
density	-0.5048	0.2296	5	437	2242	2008.013051
deposition	-0.1611	-0.55	2	123	332	2008.224764
depth	-0.9988	-0.106	5	199	728	2008.424673
description	0.3726	0.5846	3	87	182	2008.463605
design	-0.6161	0.4423	6	192	512	2010.581328
detection	-0.2322	-0.59	2	213	644	2009.603252
detector	-1.3218	-0.6592	2	70	158	2007.972743
determination	-0.797	-0.817	2	67	148	2007.484902
development	0.2927	-0.2779	4	205	572	2008.720806
diameter	0.0397	0.2677	4	181	438	2007.263065
diatoms	-0.1355	0.7963	3	46	100	2007.788872
diet	1.0331	-0.3873	1	102	252	2007.702833
difference	0.2061	-0.4341	3	151	390	2008.353517
digestion	-0.6357	-0.0376	2	96	218	2007.043478
diomedea	1.2443	-0.502	1	47	110	2005.977679
discharge	-0.5901	-0.3161	2	94	236	2009.968547
discovery	-0.7688	0.6891	6	50	102	2009.916721
discrepancies	-0.5778	0.2646	4	68	146	2008.348934
dispersal	0.2509	0.3885	4	250	762	2009.272755
disposal	0.4806	-0.3755	1	116	280	2007.207101
dissostichus	0.7826	-0.6853	1	64	136	2008.625
distribution	-0.5752	0.033	5	457	2482	2008.398254
distribution patterns	-0.9737	-0.0559	5	73	158	2007.921011
diversity	-0.0017	0.8261	3	160	446	2010.578345
diving	1.0499	-0.0938	1	60	146	2006.657729
dominance	0.0328	1.0204	3	84	182	2008.872257
drift	0.3795	0.6973	4	185	514	2007.53137
drinking	-0.6219	0.8941	6	132	352	2010.50303
dynamics	0.4945	0.7849	4	57	120	2010.313072
earth	-0.6017	0.915	6	77	162	2010.179198
east	0.384	0.5117	4	110	278	2008.607533
ecology	0.453	0.0926	1	184	512	2009.579615
ecosystem	-0.3241	-0.0287	5	396	1752	2011.299513
effects	0.3437	-0.0882	3	543	2976	2008.834618
efficiency	-0.1376	-0.0031	3	149	370	2009.198697
effort	-0.0639	-0.0122	6	167	430	2009.28
eggs	0.4094	0.1603	1	95	198	2006.858289
ekman	-0.3834	0.6696	4	84	180	2008.984483
electron	-0.1252	0.8481	3	158	460	2008.099471
electron microscopy	-0.1956	0.9256	3	138	402	2008.582111
elements	-0.4767	1.0394	6	117	300	2008.706361
elimination	0.0949	0.4151	6	115	254	2007.29918
emissions	-0.8063	0.7204	6	85	184	2009.691385
energy	-0.2728	0.9415	4	62	136	2008.723489
england	-0.1412	-0.1398	3	39	84	2006.161871
english	-0.88	-0.7735	2	55	116	2008.579646
environment	-0.2025	-0.0708	2	619	4286	2009.620856
environmental samples	-0.9325	-0.8028	2	92	258	2009.558282
enzyme	-0.8153	-0.1545	2	113	292	2008.671725
equipment	-1.054	0.4284	6	67	134	2009.821326
error	-0.5292	-0.8273	2	53	118	2009.089766
eruption	0.8974	0.4521	4	77	166	2008.698131
estimate	0.5761	0.1906	4	94	192	2009.037943
estuarine	0.9039	-0.1057	1	76	178	2008.643192
estuary	0.3987	-0.4151	1	65	146	2008.180932
euphausia	0.704	0.2073	1	47	106	2006.902724
europe	-0.1161	0.6101	6	178	470	2009.264767
european	-0.4372	0.7988	6	163	382	2008.535922
evaluation	1.0355	0.4548	3	55	138	2010.494567
events	0.7392	0.4253	4	89	186	2008.940003
expectations	-0.5649	0.9069	6	96	210	2009.868534
expedition	-0.5824	0.7128	3	137	330	2008.265986
experiments	-0.0121	0.6049	3	303	1128	2008.056984
explanation	-1.0839	0.3582	5	69	142	2007.120259
exploitation	0.2321	0.6029	6	44	92	2009.632911
exploration	-0.4947	-0.9005	2	53	116	2009.280242
export	-1.0034	0.1258	5	81	192	2009.527633
exposure	0.2986	-0.1701	3	278	956	2009.120837
expression	0.1359	-0.5052	3	109	280	2010.221853
extent	-0.5741	-0.2133	5	235	832	2009.292904
extraction	-0.7099	-0.5501	2	87	214	2009.332489
fabric	-0.1645	-0.5645	5	83	188	2006.718579
faroe	1.2976	-0.3154	1	38	80	2008.480263
fate	0.2367	0.3416	4	206	648	2010.213755
fauna	1.0206	0.3833	1	96	238	2007.676366
feeding	0.5563	0.0105	1	198	574	2007.053851
females	0.7796	-0.2346	1	50	100	2006.794486
field	-0.0706	-0.0443	4	225	636	2008.149599
field observations	-0.6394	0.4611	5	78	168	2009.606725
filaments	0.7013	-0.1523	1	70	150	2005.934211
film	-0.6696	-0.9349	2	63	128	2006.141079
filter	-0.6287	-0.8221	2	192	644	2008.739821
filtration	-0.8108	-0.6846	2	113	272	2007.817869
fish	0.1569	-0.2864	1	478	2466	2007.742843
fish species	-0.3247	-0.9288	2	67	146	2008.720126
fisheries	0.213	-0.3719	1	304	1242	2009.372986
floats	-0.6393	0.8142	4	71	180	2010.247475
flora	0.4781	0.4215	3	53	112	2007.634775
flow	-0.016	0.6782	4	126	290	2008.227829
fluid	0.3644	0.4849	4	92	200	2008.294565
flux	-0.6453	0.5806	6	86	182	2008.597609
focus	0.1522	-0.4707	1	153	396	2011.577425
food	0.269	0.1852	6	361	1596	2008.346694
food chain	-0.1401	0.1253	6	116	314	2008.182266
food web	0.8609	-0.2172	1	109	286	2011.205687
formation	0.1958	-0.1332	3	77	168	2008.321264
fourier	-0.7428	-0.6352	2	247	1008	2008.68
fraction	-0.7298	-0.7301	2	93	224	2008.456562
fragments	0.1767	-0.0711	1	408	1908	2008.17335
fram strait	-0.8095	0.4135	5	45	102	2008.775306
framework	-0.3811	-0.2342	4	82	184	2011.28923
frequency	0.9568	-0.4718	1	213	728	2008.248973
freshwater	-0.3751	-0.4725	2	161	490	2009.714453
front	-0.3404	0.4972	5	62	142	2007.825421
frontal	1.2088	0.4024	1	78	186	2005.919765
ftir	-0.8392	-0.7571	2	239	930	2007.07722
fuel	-0.4739	1.0412	6	117	300	2009.266599
fungi	-0.1196	0.9979	3	51	120	2010.440079
fur	1.07	-0.352	1	126	404	2006.549483
fur seals	1.0058	-0.3616	1	142	476	2005.932377
future research	0.7532	0.1815	4	113	260	2011.822917
gap	-0.1877	-0.593	2	121	298	2011.364048
gastropods	0.9839	0.5491	4	104	266	2008.825328
gene	0.0762	0.4511	3	148	426	2011.22908
gene expression	0.2976	-0.3793	3	43	92	2011.968023
genera	0.19	0.9271	4	60	124	2008.996224
generation	-0.7482	-0.7731	2	50	108	2009.018917
georgia	1.0969	0.0406	1	161	480	2005.96036
germany	-0.273	-0.4155	2	45	96	2008.555152
gill	0.1851	-0.5321	3	41	84	2007.156788
glass	-0.3206	0.3275	3	156	412	2007.753934
global	-0.343	0.5737	4	143	388	2010.049364
global distribution	-0.3281	-0.229	2	107	274	2009.436202
global scale	-0.521	0.6964	6	178	498	2010.563923
globe	0.7252	0.344	1	119	286	2010.753165
gm	-0.4743	-0.4042	2	51	106	2009.95092
government	-0.8466	-0.0116	2	97	212	2012.723951
grain	0.0958	0.1782	4	63	140	2008.961122
gravity	-0.5681	0.3005	6	67	140	2008.659201
greenland	0.0167	-0.376	3	155	434	2008.04131
group	0.4034	0.0703	1	176	436	2007.95978
growth	0.3043	0.519	4	184	482	2007.964687
guidelines	-0.0919	-0.0835	4	73	154	2010.762712
gut	0.8283	-0.1149	1	132	404	2006.271226
gyres	-0.6061	0.873	4	106	330	2007.670623
habitat	0.0298	0.3928	3	290	946	2009.660618
halibut	-0.1484	-0.2643	3	33	78	2008.304636
harbour	-1.0073	-0.2549	5	68	142	2006.751462
hawaii	0.2784	1.0435	4	48	102	2007.024
hazard	0.8113	0.0912	1	81	174	2012.14876
health	-0.127	0.0998	6	324	1160	2011.42961
height	-0.0563	0.3077	5	49	102	2008.844619
hemisphere	0.3319	-0.0909	1	89	202	2009.014397
herbivores	1.0341	0.4563	3	55	138	2009.513587
heterogeneity	-0.8259	-0.3285	2	62	126	2010.395911
high-frequency	1.2452	-0.4518	1	41	84	2009.040142
history	0.8594	0.3019	1	57	124	2008.523128
hotspot	-0.1243	-0.6081	2	94	240	2011.734551
human activities	0.684	-0.4158	1	148	422	2011.12845
human health	-0.6215	0.4572	6	134	326	2011.985507
human impact	-0.4201	-0.2299	5	83	206	2010.211712
humans	-0.8333	0.6505	6	189	520	2010.156837
hypothesis	0.2361	-0.0631	3	100	230	2008.194871
ice	-0.6144	0.0688	5	332	1392	2008.860178
identification	-0.4099	-0.5522	2	270	946	2009.939059
image analysis	-0.9369	-0.4721	5	91	228	2008.299492
images	-0.8578	-0.5798	2	218	778	2009.851773
immune	0.3534	-0.3709	3	58	132	2010.006452
impact	-0.1937	0.1103	5	473	2358	2011.1545
implications	0.5991	0.3577	4	169	438	2008.957655
incidence	0.6863	-0.4042	1	156	414	2007.699477
incorporation	-1.1506	-0.0869	5	58	126	2007.639228
incubation	0.369	0.8856	3	62	130	2007.891648
indices	-0.1146	0.0877	5	111	300	2009.479934
individuals	0.5681	-0.2731	1	251	800	2008.750418
influence	0.3562	0.4727	1	249	684	2009.717142
information	-0.4092	-0.4288	2	334	1248	2009.67229
infrared	-0.9275	-0.5267	2	138	412	2010.505226
ingestion	0.5596	-0.2735	1	473	2606	2006.527721
inland	-0.3119	-0.8299	2	45	100	2008.910801
insects	-0.373	0.9328	6	98	214	2007.71513
insight	0.5802	-0.1889	1	44	90	2011.173112
integration	-0.9798	-0.1177	5	121	274	2009.403182
interactions	0.3361	0.5973	3	157	432	2009.581424
interests	-0.4104	-0.7862	2	49	98	2010.881919
interpretation	-0.5481	-0.5333	2	77	164	2007.927664
invasion	-0.508	0.8402	6	13	26	2010.464396
invasive species	0.9088	0.3526	4	152	402	2013.736402
invertebrates	0.3849	0.1227	3	150	422	2009.100058
ir	-0.6161	-0.8714	2	61	128	2007.455919
island	0.6688	-0.0221	1	388	1864	2007.713057
isolation	0.0336	0.5877	3	98	234	2008.812901
joint	-0.931	0.1967	5	65	146	2008.422145
juvenile	0.4819	-0.5824	1	123	288	2007.432187
king	-0.2294	0.4771	3	67	142	2008.958735
knowledge	-0.4395	-0.2904	5	179	482	2011.311559
krill	0.7052	0.2087	1	47	106	2007.304054
laboratory	0.1624	0.3982	3	131	374	2007.465259
laboratory experiments	0.6923	0.4042	3	86	248	2007.86255
labrador	1.1128	-0.1342	1	50	112	2007.444614
lagrangian	-0.612	0.9768	4	65	156	2009.527778
lake	0.5123	-0.3238	3	113	292	2008.594336
land	-0.9112	0.5962	5	169	474	2009.148895
landscape	-1.0954	0.3655	5	61	158	2011.306963
larvae	0.8909	0.6535	4	66	144	2006.81284
latitude	0.5841	-0.0841	1	87	180	2007.895631
layer	-0.6708	0.5358	3	98	250	2008.050692
legacy	-0.7658	0.1589	2	65	136	2013.072351
length	0.1932	0.0945	1	204	584	2007.902115
levels	0.5058	-0.2255	1	389	1762	2008.087057
life	-0.0256	0.5941	6	216	656	2009.496831
light	0.0692	-0.6521	3	57	118	2008.497181
limit	-0.1548	-0.0792	6	187	504	2008.405998
line	0.199	-0.5399	1	214	752	2008.353935
literature	0.1621	-0.3782	1	239	786	2009.415346
litter	-0.4805	0.0543	5	366	1810	2008.610169
liver	0.8363	-0.3794	1	82	196	2006.659007
living	0.6954	-0.5515	1	85	216	2008.620596
loading	0.9521	-0.1172	1	81	188	2008.487434
local scale	-0.1861	0.1669	5	73	156	2010.141667
local sources	-0.6647	0.258	5	64	146	2009.126582
location	-0.8221	0.2021	2	175	448	2008.984732
long-distance	0.9189	0.5306	4	73	150	2009.620773
loss	-0.0202	-0.0234	1	106	238	2009.572836
macquarie	0.9711	-0.1613	1	94	240	2005.831382
magnitude	-0.6252	0.1616	2	186	556	2008.764211
males	0.7536	-0.4936	1	48	100	2006.884139
mammals	0.2932	-0.1045	1	188	504	2009.16891
man	0.6035	0.352	1	73	152	2004.453441
management	-0.2766	-0.221	2	261	786	2011.487395
mapping	-0.8701	-0.5744	2	91	202	2009.334683
marine	0.1885	0.1203	1	656	5332	2009.464672
marine ecosystems	-0.131	-0.3257	5	132	332	2011.751724
marine environment	0.0057	0.2078	1	414	1870	2010.273619
marine food web	0.9741	0.4141	3	72	166	2011.326797
marine invertebrates	0.7366	0.3917	3	59	138	2008.919643
marine mammals	0.639	-0.631	1	92	204	2009.45933
marine organisms	0.6707	0.4123	4	243	810	2010.411168
marine species	0.5727	-0.1336	1	112	256	2011.464684
marine waters	0.212	0.6685	3	82	182	2009.785276
mass	0.0713	0.2633	6	301	1090	2008.546102
materials	-0.2176	0.0516	6	301	1058	2009.392738
matrix	-0.7889	0.6127	6	116	284	2008.834951
maximum	0.1632	0.0742	4	95	204	2008.02311
mean	-0.7476	0.632	6	133	314	2008.418412
measurements	0.0162	-0.4711	2	233	720	2008.052338
mechanisms	0.594	0.4379	4	223	656	2009.236736
media	-0.3854	-0.783	2	60	128	2009.719376
mediterranean	-0.5295	-0.5832	4	82	202	2008.764778
megafauna	1.1655	-0.0571	1	65	136	2011.016484
melt	-0.0731	0.667	6	140	364	2009.845955
membrane	-0.261	-0.8089	2	74	172	2008.440533
mesh	-0.8073	-0.4004	2	73	156	2009.013699
metals	-0.7142	0.0379	5	54	116	2008.289393
method	-0.4073	-0.5852	2	346	1508	2009.830294
methodology	-0.5734	-0.8017	2	101	260	2011.295783
mexico	0.1926	0.4503	4	49	102	2007.779184
mg	0.3815	-0.2843	1	143	378	2007.101832
micro	0.3512	-0.3865	1	100	234	2011.940789
microalgae	0.8365	0.4821	3	67	146	2009.135071
microbes	-0.2266	1.0984	3	82	220	2011.536273
microorganisms	-0.1431	0.8846	3	139	412	2010.505772
microscope	-0.3218	-1.0198	2	62	134	2008.178841
microscopy	-0.2965	0.2883	3	192	570	2009.03127
migration	1.2401	-0.5617	1	30	74	2008.7381
mitigation	-0.3031	-0.8573	2	107	256	2013.45799
mixing	-0.9785	0.494	5	48	104	2008.011628
mixture	0.2994	-0.3704	1	83	190	2008.223491
mode	-0.185	-0.8183	2	81	188	2009.290859
model	-0.0101	0.1719	4	347	1242	2009.337703
modeling	-0.087	0.6534	4	118	316	2009.934739
modulation	-0.2465	-0.6589	3	64	128	2009.930686
monitoring	-0.4718	-0.2804	5	297	1104	2010.807096
mortality	0.7128	-0.2467	1	84	204	2007.827718
mountains	0.4366	0.8559	6	119	252	2008.872376
murres	1.5377	-0.5465	1	35	94	2008.509615
muscle	0.7871	-0.1086	1	58	130	2007.721823
mussels	0.2489	-0.5792	3	97	224	2008.466667
mytilus	0.3741	-0.5348	3	80	182	2008.718919
national	-0.0531	-0.5013	4	100	220	2008.772338
nature	0.0837	-0.4629	3	65	132	2008.656757
net	-0.3108	0.0137	3	340	1238	2007.445437
network	-0.2565	-0.5417	2	95	208	2010.903467
newfoundland	1.1265	-0.3255	1	51	112	2006.768116
north	-0.2598	0.1954	4	400	2132	2008.467015
north pacific ocean	0.5023	0.6735	3	110	274	2008.38404
north sea	-0.4805	-0.2591	2	208	724	2007.726636
northern	0.6448	-0.0817	1	188	546	2008.895353
norway	0.0943	-0.4072	3	126	318	2008.07857
norwegian	-0.1419	0.0081	5	153	460	2006.948859
numerical model	0.6927	0.8209	4	79	176	2009.402024
nunavut	1.0386	0.2547	1	35	76	2010.865177
objective	0.4642	-0.5436	1	104	262	2010.060845
observations	-0.4519	0.3524	5	273	1048	2008.912908
observatory	-1.1809	-0.0361	5	89	244	2009.994463
occurrence	0.3293	-0.5655	1	347	1458	2008.878622
ocean	0.1233	0.3174	4	592	4222	2009.205801
ocean currents	-0.0498	0.6923	4	232	720	2009.711055
ocean surface	-0.5209	0.6007	5	91	218	2010.806647
oceanography	-0.4118	-0.7263	2	59	122	2008.652819
oil	-0.1093	0.9922	6	103	220	2008.786318
onshore	0.8954	0.5431	4	78	166	2008.212209
open ocean	-0.2184	0.6527	4	95	216	2009.287975
operation	-0.3317	-0.5241	2	70	144	2010.347293
order	0.0481	0.2613	4	256	778	2008.447395
organisms	0.3697	0.1904	4	488	2586	2009.338918
origin	0.0394	0.2288	1	260	816	2007.989853
orkney	1.0749	0.3912	1	81	178	2006.380368
overview	-0.5867	-0.135	5	91	204	2009.462544
pacific	0.0916	0.6859	4	326	1254	2009.069612
pacific ocean	0.2897	1.075	4	46	100	2008.600772
parameters	-0.3471	-0.6999	2	121	304	2008.858581
part	-0.4628	-0.1667	5	261	866	2007.996794
particle size	-0.4312	0.5379	3	81	170	2008.711934
particles	-0.1327	-0.1085	2	576	3844	2007.800157
particulate	-0.4932	-0.3543	2	62	130	2008.000476
patagonia	0.5314	-0.836	3	39	80	2011.131166
patagonian	0.4775	-0.6809	1	50	104	2010.109445
patches	-0.2372	1.0926	4	179	496	2008.056469
pathways	0.0437	0.1977	3	329	1160	2011.336845
patterns	0.1434	0.0252	1	317	1094	2008.797625
pbdes	0.3033	0.7353	6	68	174	2011.700306
pcbs	0.2181	0.5628	6	136	350	2006.95993
pelagic	-0.296	-0.053	3	133	334	2007.686099
pellets	0.8587	-0.307	1	173	534	2005.986111
penguins	1.2258	0.2196	1	78	176	2007.926092
peninsula	0.5783	0.0906	1	174	538	2008.446514
performance	0.6527	-0.3869	1	50	102	2010.724359
period	0.248	0.0647	4	226	666	2008.417828
persistence	0.6453	-0.3201	1	113	262	2010.336061
persistent organic pollutants	0.081	0.4887	6	149	366	2011.73501
petrels	1.2813	-0.5406	1	55	140	2007.369369
physics	-0.5221	-0.0247	2	91	218	2008.705202
phytoplankton	-0.7133	0.138	2	49	104	2007.964951
pinnipeds	0.6305	-0.9099	1	63	170	2008.580574
pipeline	-0.6263	-0.9539	2	50	118	2011.01676
place	-0.0404	0.4118	6	158	402	2007.525068
planet	-0.2209	0.0647	5	130	346	2010.483081
plankton	-0.2823	-0.9449	2	94	202	2007.2204
plant	-0.9176	-0.2743	2	142	400	2008.777628
plasticity	0.056	-0.0103	1	662	6042	2011.009328
polar	0.4564	0.2867	1	186	498	2007.529419
polar cod	-0.213	-1.0341	2	66	156	2009.520958
polar regions	-0.5119	-0.3996	2	138	392	2009.410444
policy	0.0669	-0.1673	5	70	160	2012.234091
pollution	0.0126	-0.0322	2	609	4732	2009.023394
polymers	-0.657	-0.1346	2	307	1188	2011.54902
pops	0.1604	0.5193	6	123	280	2011.601386
population	0.1806	-0.21	1	306	1188	2008.672858
position	0.1849	0.3056	4	58	120	2008.558417
potential	0.1224	0.407	3	343	1274	2010.240353
practice	0.2421	0.286	4	48	98	2011.243151
predators	0.4168	-0.0543	1	199	588	2008.956781
